phase,run_id,algorithm,trial,H,qa,phi,fc,fy,max_iter,total_cost,iter_to_best,is_valid,fs_ot,fs_sl,fs_bc,tt,tb,tbase,base_w,ltoe,lheel,stem_db_mm,stem_sp_m,toe_db_mm,toe_sp_m,heel_db_mm,heel_sp_m,runtime_sec,timestamp
A3,A3_BA_H5_fc240_t04,BA,4,5.0,30.0,30.0,240,4000,5000,5459.80,163,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.34,2569-04-26 16:53:32
A3,A3_BA_H5_fc240_t05,BA,5,5.0,30.0,30.0,240,4000,5000,5459.80,258,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.32,2569-04-26 16:53:33
A3,A3_BA_H5_fc240_t06,BA,6,5.0,30.0,30.0,240,4000,5000,5459.80,4722,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.33,2569-04-26 16:53:33
A3,A3_BA_H5_fc240_t07,BA,7,5.0,30.0,30.0,240,4000,5000,5459.80,1124,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.33,2569-04-26 16:53:33
A3,A3_BA_H5_fc240_t08,BA,8,5.0,30.0,30.0,240,4000,5000,5500.96,326,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.33,2569-04-26 16:53:34
A3,A3_BA_H5_fc240_t09,BA,9,5.0,30.0,30.0,240,4000,5000,5517.84,832,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.32,2569-04-26 16:53:34
A3,A3_BA_H5_fc240_t10,BA,10,5.0,30.0,30.0,240,4000,5000,5459.80,2027,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.33,2569-04-26 16:53:34
A3,A3_BA_H5_fc240_t11,BA,11,5.0,30.0,30.0,240,4000,5000,5578.21,2525,1,2.373,1.858,2.427,0.200,0.200,0.350,2.500,1.000,1.300,12,0.25,20,0.25,16,0.15,0.33,2569-04-26 16:53:35
A3,A3_BA_H5_fc240_t12,BA,12,5.0,30.0,30.0,240,4000,5000,5500.96,325,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.32,2569-04-26 16:53:35
A3,A3_BA_H5_fc240_t13,BA,13,5.0,30.0,30.0,240,4000,5000,5517.84,2223,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.32,2569-04-26 16:53:35
A3,A3_BA_H5_fc240_t14,BA,14,5.0,30.0,30.0,240,4000,5000,5459.80,4856,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.35,2569-04-26 16:53:36
A3,A3_BA_H5_fc240_t15,BA,15,5.0,30.0,30.0,240,4000,5000,5459.80,4427,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.33,2569-04-26 16:53:36
A3,A3_BA_H5_fc240_t16,BA,16,5.0,30.0,30.0,240,4000,5000,5459.80,4776,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.33,2569-04-26 16:53:36
A3,A3_BA_H5_fc240_t17,BA,17,5.0,30.0,30.0,240,4000,5000,5578.21,3358,1,2.373,1.858,2.427,0.200,0.200,0.350,2.500,1.000,1.300,12,0.25,20,0.25,16,0.15,0.34,2569-04-26 16:53:37
A3,A3_BA_H5_fc240_t18,BA,18,5.0,30.0,30.0,240,4000,5000,5517.84,435,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.33,2569-04-26 16:53:37
A3,A3_BA_H5_fc240_t19,BA,19,5.0,30.0,30.0,240,4000,5000,5459.80,3830,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.34,2569-04-26 16:53:37
A3,A3_BA_H5_fc240_t20,BA,20,5.0,30.0,30.0,240,4000,5000,5517.84,2824,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.34,2569-04-26 16:53:38
A3,A3_BA_H5_fc240_t21,BA,21,5.0,30.0,30.0,240,4000,5000,5459.80,4594,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.33,2569-04-26 16:53:38
A3,A3_BA_H5_fc240_t22,BA,22,5.0,30.0,30.0,240,4000,5000,5459.80,3958,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.32,2569-04-26 16:53:38
A3,A3_BA_H5_fc240_t23,BA,23,5.0,30.0,30.0,240,4000,5000,5459.80,2273,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.34,2569-04-26 16:53:39
A3,A3_BA_H5_fc240_t24,BA,24,5.0,30.0,30.0,240,4000,5000,5517.84,211,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.33,2569-04-26 16:53:39
A3,A3_BA_H5_fc240_t25,BA,25,5.0,30.0,30.0,240,4000,5000,5529.39,486,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.33,2569-04-26 16:53:39
A3,A3_BA_H5_fc240_t26,BA,26,5.0,30.0,30.0,240,4000,5000,5529.39,1886,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.35,2569-04-26 16:53:40
A3,A3_BA_H5_fc240_t27,BA,27,5.0,30.0,30.0,240,4000,5000,5459.80,962,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.33,2569-04-26 16:53:40
A3,A3_BA_H5_fc240_t28,BA,28,5.0,30.0,30.0,240,4000,5000,5529.39,948,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.31,2569-04-26 16:53:40
A3,A3_BA_H5_fc240_t29,BA,29,5.0,30.0,30.0,240,4000,5000,5539.96,4793,1,2.509,2.016,2.127,0.200,0.200,0.300,2.500,0.700,1.600,12,0.25,16,0.20,20,0.15,0.33,2569-04-26 16:53:41
A3,A3_BA_H5_fc240_t30,BA,30,5.0,30.0,30.0,240,4000,5000,5459.80,1460,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.34,2569-04-26 16:53:41
A3,A3_HCA_H5_fc240_t01,HCA,1,5.0,30.0,30.0,240,4000,5000,5517.84,1851,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.20,2569-04-26 16:53:41
A3,A3_HCA_H5_fc240_t02,HCA,2,5.0,30.0,30.0,240,4000,5000,5529.39,1150,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.17,2569-04-26 16:53:41
A3,A3_HCA_H5_fc240_t03,HCA,3,5.0,30.0,30.0,240,4000,5000,5529.39,87,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.19,2569-04-26 16:53:41
A3,A3_HCA_H5_fc240_t04,HCA,4,5.0,30.0,30.0,240,4000,5000,5517.84,3751,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.19,2569-04-26 16:53:42
A3,A3_HCA_H5_fc240_t05,HCA,5,5.0,30.0,30.0,240,4000,5000,5517.84,1847,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.18,2569-04-26 16:53:42
A3,A3_HCA_H5_fc240_t06,HCA,6,5.0,30.0,30.0,240,4000,5000,5552.59,3648,1,2.420,1.907,2.333,0.200,0.200,0.300,2.500,0.900,1.400,12,0.25,16,0.15,16,0.10,0.18,2569-04-26 16:53:42
A3,A3_HCA_H5_fc240_t07,HCA,7,5.0,30.0,30.0,240,4000,5000,5500.96,4499,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.20,2569-04-26 16:53:42
A3,A3_HCA_H5_fc240_t08,HCA,8,5.0,30.0,30.0,240,4000,5000,5500.96,3455,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:53:42
A3,A3_HCA_H5_fc240_t09,HCA,9,5.0,30.0,30.0,240,4000,5000,5517.84,1666,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.19,2569-04-26 16:53:43
A3,A3_HCA_H5_fc240_t10,HCA,10,5.0,30.0,30.0,240,4000,5000,5500.96,1712,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:53:43
A3,A3_HCA_H5_fc240_t11,HCA,11,5.0,30.0,30.0,240,4000,5000,5565.23,4196,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,16,0.15,16,0.10,0.21,2569-04-26 16:53:43
A3,A3_HCA_H5_fc240_t12,HCA,12,5.0,30.0,30.0,240,4000,5000,5575.89,2879,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,16,0.10,20,0.20,0.18,2569-04-26 16:53:43
A3,A3_HCA_H5_fc240_t13,HCA,13,5.0,30.0,30.0,240,4000,5000,5546.27,3024,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.19,2569-04-26 16:53:43
A3,A3_HCA_H5_fc240_t14,HCA,14,5.0,30.0,30.0,240,4000,5000,5517.84,2161,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.19,2569-04-26 16:53:44
A3,A3_HCA_H5_fc240_t15,HCA,15,5.0,30.0,30.0,240,4000,5000,5500.96,1037,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:53:44
A3,A3_HCA_H5_fc240_t16,HCA,16,5.0,30.0,30.0,240,4000,5000,5529.39,598,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.19,2569-04-26 16:53:44
A3,A3_HCA_H5_fc240_t17,HCA,17,5.0,30.0,30.0,240,4000,5000,5563.45,4848,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,25,0.25,20,0.20,0.19,2569-04-26 16:53:44
A3,A3_HCA_H5_fc240_t18,HCA,18,5.0,30.0,30.0,240,4000,5000,5529.39,2275,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.19,2569-04-26 16:53:44
A3,A3_HCA_H5_fc240_t19,HCA,19,5.0,30.0,30.0,240,4000,5000,5517.84,4224,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.18,2569-04-26 16:53:44
A3,A3_HCA_H5_fc240_t20,HCA,20,5.0,30.0,30.0,240,4000,5000,5459.80,587,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.18,2569-04-26 16:53:45
A3,A3_HCA_H5_fc240_t21,HCA,21,5.0,30.0,30.0,240,4000,5000,5500.96,1843,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.20,2569-04-26 16:53:45
A3,A3_HCA_H5_fc240_t22,HCA,22,5.0,30.0,30.0,240,4000,5000,5529.39,582,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.19,2569-04-26 16:53:45
A3,A3_HCA_H5_fc240_t23,HCA,23,5.0,30.0,30.0,240,4000,5000,5529.39,2384,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.19,2569-04-26 16:53:45
A3,A3_HCA_H5_fc240_t24,HCA,24,5.0,30.0,30.0,240,4000,5000,5459.80,2439,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.19,2569-04-26 16:53:45
A3,A3_HCA_H5_fc240_t25,HCA,25,5.0,30.0,30.0,240,4000,5000,5459.80,332,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,20,0.20,0.19,2569-04-26 16:53:46
A3,A3_HCA_H5_fc240_t26,HCA,26,5.0,30.0,30.0,240,4000,5000,5517.84,3163,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.20,2569-04-26 16:53:46
A3,A3_HCA_H5_fc240_t27,HCA,27,5.0,30.0,30.0,240,4000,5000,5517.84,2705,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.19,2569-04-26 16:53:46
A3,A3_HCA_H5_fc240_t28,HCA,28,5.0,30.0,30.0,240,4000,5000,5565.23,4816,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,16,0.15,16,0.10,0.20,2569-04-26 16:53:46
A3,A3_HCA_H5_fc240_t29,HCA,29,5.0,30.0,30.0,240,4000,5000,5500.96,4199,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.19,2569-04-26 16:53:46
A3,A3_HCA_H5_fc240_t30,HCA,30,5.0,30.0,30.0,240,4000,5000,5517.84,4903,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.19,2569-04-26 16:53:47
A3,A3_BA_H5_fc280_t01,BA,1,5.0,30.0,30.0,280,4000,5000,5659.82,1909,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.33,2569-04-26 16:53:47
A3,A3_BA_H5_fc280_t02,BA,2,5.0,30.0,30.0,280,4000,5000,6767.24,4390,1,2.506,1.996,2.186,0.200,0.350,0.400,2.500,0.700,1.450,12,0.25,12,0.15,16,0.15,0.33,2569-04-26 16:53:47
A3,A3_BA_H5_fc280_t03,BA,3,5.0,30.0,30.0,280,4000,5000,5676.70,2154,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.33,2569-04-26 16:53:48
A3,A3_BA_H5_fc280_t04,BA,4,5.0,30.0,30.0,280,4000,5000,5676.70,742,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.33,2569-04-26 16:53:48
A3,A3_BA_H5_fc280_t05,BA,5,5.0,30.0,30.0,280,4000,5000,5770.00,4066,1,2.373,1.858,2.427,0.200,0.200,0.350,2.500,1.000,1.300,12,0.25,16,0.15,16,0.15,0.34,2569-04-26 16:53:48
A3,A3_BA_H5_fc280_t06,BA,6,5.0,30.0,30.0,280,4000,5000,5659.82,1155,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.33,2569-04-26 16:53:49
A3,A3_BA_H5_fc280_t07,BA,7,5.0,30.0,30.0,280,4000,5000,5747.88,1566,1,2.373,1.858,2.427,0.200,0.200,0.350,2.500,1.000,1.300,12,0.25,20,0.25,16,0.15,0.33,2569-04-26 16:53:49
A3,A3_BA_H5_fc280_t08,BA,8,5.0,30.0,30.0,280,4000,5000,5659.82,645,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.32,2569-04-26 16:53:49
A3,A3_BA_H5_fc280_t09,BA,9,5.0,30.0,30.0,280,4000,5000,5659.82,1583,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.34,2569-04-26 16:53:50
A3,A3_BA_H5_fc280_t10,BA,10,5.0,30.0,30.0,280,4000,5000,5688.25,1515,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.33,2569-04-26 16:53:50
A3,A3_BA_H5_fc280_t11,BA,11,5.0,30.0,30.0,280,4000,5000,5659.82,913,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.34,2569-04-26 16:53:50
A3,A3_BA_H5_fc280_t12,BA,12,5.0,30.0,30.0,280,4000,5000,5659.82,68,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.32,2569-04-26 16:53:51
A3,A3_BA_H5_fc280_t13,BA,13,5.0,30.0,30.0,280,4000,5000,5659.82,328,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.34,2569-04-26 16:53:51
A3,A3_BA_H5_fc280_t14,BA,14,5.0,30.0,30.0,280,4000,5000,5676.70,2352,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.33,2569-04-26 16:53:51
A3,A3_BA_H5_fc280_t15,BA,15,5.0,30.0,30.0,280,4000,5000,5659.82,291,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.32,2569-04-26 16:53:52
A3,A3_BA_H5_fc280_t16,BA,16,5.0,30.0,30.0,280,4000,5000,5659.82,3378,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.35,2569-04-26 16:53:52
A3,A3_BA_H5_fc280_t17,BA,17,5.0,30.0,30.0,280,4000,5000,5747.88,1670,1,2.373,1.858,2.427,0.200,0.200,0.350,2.500,1.000,1.300,12,0.25,20,0.25,16,0.15,0.33,2569-04-26 16:53:52
A3,A3_BA_H5_fc280_t18,BA,18,5.0,30.0,30.0,280,4000,5000,5688.25,537,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.33,2569-04-26 16:53:53
A3,A3_BA_H5_fc280_t19,BA,19,5.0,30.0,30.0,280,4000,5000,5659.82,271,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.33,2569-04-26 16:53:53
A3,A3_BA_H5_fc280_t20,BA,20,5.0,30.0,30.0,280,4000,5000,5676.70,250,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.33,2569-04-26 16:53:53
A3,A3_BA_H5_fc280_t21,BA,21,5.0,30.0,30.0,280,4000,5000,5688.25,370,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.32,2569-04-26 16:53:54
A3,A3_BA_H5_fc280_t22,BA,22,5.0,30.0,30.0,280,4000,5000,5659.82,593,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.33,2569-04-26 16:53:54
A3,A3_BA_H5_fc280_t23,BA,23,5.0,30.0,30.0,280,4000,5000,5659.82,1749,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.42,2569-04-26 16:53:54
A3,A3_BA_H5_fc280_t24,BA,24,5.0,30.0,30.0,280,4000,5000,5659.82,1235,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.37,2569-04-26 16:53:55
A3,A3_BA_H5_fc280_t25,BA,25,5.0,30.0,30.0,280,4000,5000,5688.25,117,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.33,2569-04-26 16:53:55
A3,A3_BA_H5_fc280_t26,BA,26,5.0,30.0,30.0,280,4000,5000,5659.82,193,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.35,2569-04-26 16:53:55
A3,A3_BA_H5_fc280_t27,BA,27,5.0,30.0,30.0,280,4000,5000,5747.88,683,1,2.373,1.858,2.427,0.200,0.200,0.350,2.500,1.000,1.300,12,0.25,20,0.25,16,0.15,0.42,2569-04-26 16:53:56
A3,A3_BA_H5_fc280_t28,BA,28,5.0,30.0,30.0,280,4000,5000,5676.70,1341,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.38,2569-04-26 16:53:56
A3,A3_BA_H5_fc280_t29,BA,29,5.0,30.0,30.0,280,4000,5000,5659.82,176,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.34,2569-04-26 16:53:57
A3,A3_BA_H5_fc280_t30,BA,30,5.0,30.0,30.0,280,4000,5000,5659.82,586,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.36,2569-04-26 16:53:57
A3,A3_HCA_H5_fc280_t01,HCA,1,5.0,30.0,30.0,280,4000,5000,5659.82,4785,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.20,2569-04-26 16:53:57
A3,A3_HCA_H5_fc280_t02,HCA,2,5.0,30.0,30.0,280,4000,5000,5705.13,907,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.19,2569-04-26 16:53:57
A3,A3_HCA_H5_fc280_t03,HCA,3,5.0,30.0,30.0,280,4000,5000,5707.21,3764,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,16,0.15,25,0.25,0.20,2569-04-26 16:53:57
A3,A3_HCA_H5_fc280_t04,HCA,4,5.0,30.0,30.0,280,4000,5000,5659.82,811,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.19,2569-04-26 16:53:58
A3,A3_HCA_H5_fc280_t05,HCA,5,5.0,30.0,30.0,280,4000,5000,5735.15,3594,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,20,0.15,0.19,2569-04-26 16:53:58
A3,A3_HCA_H5_fc280_t06,HCA,6,5.0,30.0,30.0,280,4000,5000,5705.13,2574,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,16,0.10,0.19,2569-04-26 16:53:58
A3,A3_HCA_H5_fc280_t07,HCA,7,5.0,30.0,30.0,280,4000,5000,5676.70,4002,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.19,2569-04-26 16:53:58
A3,A3_HCA_H5_fc280_t08,HCA,8,5.0,30.0,30.0,280,4000,5000,5688.25,4264,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.19,2569-04-26 16:53:58
A3,A3_HCA_H5_fc280_t09,HCA,9,5.0,30.0,30.0,280,4000,5000,5676.70,1076,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.18,2569-04-26 16:53:59
A3,A3_HCA_H5_fc280_t10,HCA,10,5.0,30.0,30.0,280,4000,5000,5659.82,1263,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.19,2569-04-26 16:53:59
A3,A3_HCA_H5_fc280_t11,HCA,11,5.0,30.0,30.0,280,4000,5000,5659.82,510,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:53:59
A3,A3_HCA_H5_fc280_t12,HCA,12,5.0,30.0,30.0,280,4000,5000,5659.82,3825,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.19,2569-04-26 16:53:59
A3,A3_HCA_H5_fc280_t13,HCA,13,5.0,30.0,30.0,280,4000,5000,5676.70,595,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,16,0.10,0.19,2569-04-26 16:53:59
A3,A3_HCA_H5_fc280_t14,HCA,14,5.0,30.0,30.0,280,4000,5000,5848.18,4584,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,25,0.25,25,0.25,0.19,2569-04-26 16:54:00
A3,A3_HCA_H5_fc280_t15,HCA,15,5.0,30.0,30.0,280,4000,5000,5659.82,4577,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.19,2569-04-26 16:54:00
A3,A3_HCA_H5_fc280_t16,HCA,16,5.0,30.0,30.0,280,4000,5000,5797.00,556,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.20,20,0.25,25,0.25,0.17,2569-04-26 16:54:00
A3,A3_HCA_H5_fc280_t17,HCA,17,5.0,30.0,30.0,280,4000,5000,5735.15,2374,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,20,0.15,0.18,2569-04-26 16:54:00
A3,A3_HCA_H5_fc280_t18,HCA,18,5.0,30.0,30.0,280,4000,5000,5770.00,2315,1,2.373,1.858,2.427,0.200,0.200,0.350,2.500,1.000,1.300,12,0.25,16,0.15,16,0.15,0.18,2569-04-26 16:54:00
A3,A3_HCA_H5_fc280_t19,HCA,19,5.0,30.0,30.0,280,4000,5000,5688.25,4857,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.18,2569-04-26 16:54:00
A3,A3_HCA_H5_fc280_t20,HCA,20,5.0,30.0,30.0,280,4000,5000,5744.52,3471,1,2.365,1.852,2.432,0.200,0.200,0.300,2.500,1.000,1.300,12,0.25,20,0.20,25,0.25,0.18,2569-04-26 16:54:01
A3,A3_HCA_H5_fc280_t21,HCA,21,5.0,30.0,30.0,280,4000,5000,5688.25,1795,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,20,0.25,25,0.25,0.18,2569-04-26 16:54:01
A3,A3_HCA_H5_fc280_t22,HCA,22,5.0,30.0,30.0,280,4000,5000,5659.82,1423,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.18,2569-04-26 16:54:01
A3,A3_HCA_H5_fc280_t23,HCA,23,5.0,30.0,30.0,280,4000,5000,5659.82,1013,1,2.468,1.962,2.231,0.200,0.200,0.300,2.500,0.800,1.500,12,0.25,12,0.10,25,0.25,0.17,2569-04-26 16:54:01
